"year_end","team_id","fran_id","tot_sal","avg_sal","max_sal","min_sal","std_sal"
2010,"HOU","Rockets",68914971,3627103.73684211,16378325,48559,4102379.68837138
2010,"IND","Pacers",66733257,4170828.5625,11047619,457588,3699735.20321555
2010,"LAC","Clippers",61616409,3423133.83333333,12150000,26917,3267936.69070931
2010,"LAL","Lakers",91378064,7029081.84615385,23034375,959111,6567405.19491417
2010,"MEM","Grizzlies",57287474,3015130.21052632,1.6e+07,26917,3647938.4845147
2010,"MIA","Heat",74208013,4947200.86666667,23016000,255054,6571784.6203967
2010,"MIL","Bucks",66775602,4173475.125,17040000,303232,4361879.79902482
2010,"MIN","Timberwolves",62253360,3661962.35294118,1.2e+07,736420,3071645.37075087
2010,"NOP","Pelicans",70163827,5011701.92857143,13520500,69518,4870750.18029012
2010,"NYK","Knicks",85710076,5714005.06666667,23239562,736420,6026408.37318286
2010,"OKC","Thunder",58438646,3075718.21052632,7350000,175908,2469835.95594351
2010,"ORL","Magic",82200916,6323147.38461538,18876000,1306455,6257163.66645176
2010,"PHI","Sixers",64883448,4634532,14858471,650000,4859597.97976444
2010,"PHO","Suns",65288544,4352569.6,16378325,451866,5385373.52164229
2010,"POR","Trailblazers",56946258,3349779.88235294,9e+06,51983,3038448.92647157
2010,"SAC","Kings",67515718,3553458.84210526,13655268,76850,3610285.44841762
2010,"SAS","Spurs",79338309,5667022.07142857,22183220,736420,6648390.47468953
2010,"TOR","Raptors",67822433,4238902.0625,15779912,85519,4090309.05220419
2010,"UTA","Jazz",71905244,5992103.66666667,16452000,269169,5712892.95051746
2010,"WAS","Wizards",73440274,4590017.125,16192080,80488,4861311.63257773
2011,"ATL","Hawks",71469843,5104988.78571429,16324500,473604,5076595.25695003
2011,"BKN","Nets",58495989,3899732.6,14940152,52066,3767379.73149662
2011,"BOS","Celtics",82045867,5860419.07142857,18800000,136509,5465511.04775487
2011,"CHI","Bulls",54538076,4195236.61538462,14400000,208264,4237968.30911689
2011,"CLE","Cavaliers",53990021,3175883.58823529,13358905,321652,4190152.60921885
2011,"DAL","Mavericks",85409890,5338118.125,17278618,134863,5338926.29208012
2011,"DEN","Nuggets",68019290,4858520.71428571,16545454,473604,4523427.9675753
2011,"GSW","Warriors",68415336,4561022.4,11968253,342666,4255966.975299
2011,"HOU","Rockets",72315654,4821043.6,17686100,780871,4609926.84528442
2011,"IND","Pacers",65088630,4068039.375,10973202,750000,3591499.43886654
2011,"LAC","Clippers",53225329,3326583.0625,11800000,5e+05,3187888.47582309
2011,"LAL","Lakers",91428140,6530581.42857143,24806250,473604,7339306.18458021
2011,"MEM","Grizzlies",70241344,4131843.76470588,17666666,203057,4966516.50252746
2011,"MIL","Bucks",69076690,4063334.70588235,18300000,98637,4993722.67731496
2011,"MIN","Timberwolves",53461123,3341320.1875,11530592,83305,2686638.49198268
2011,"NOP","Pelicans",68230729,4013572.29411765,14940153,67432,4181946.22892765
2011,"NYK","Knicks",67016562,4467770.8,17149243,473604,5920280.9186007
2011,"OKC","Thunder",55922488,3994463.42857143,13250000,1200000,3236824.42371861
2011,"ORL","Magic",90770804,6483628.85714286,17730694,1028400,6030422.47082497
2011,"PHI","Sixers",68915246,4922517.57142857,15959099,762195,4432997.95002161
2011,"POR","Trailblazers",74584058,4972270.53333333,13520500,27859,4839030.81205165
2011,"SAC","Kings",45268465,2829279.0625,13428129,473604,3358814.31898419
2011,"SAS","Spurs",69522311,3659069,18700000,55718,5467571.87023761
2011,"TOR","Raptors",69992648,3683823.57894737,14896000,58393,3899851.9358815
2011,"UTA","Jazz",75855296,5418235.42857143,17823000,473604,5294711.61152796
2011,"WAS","Wizards",58324988,3240277.11111111,19573711,89670,4481572.68648727
2012,"ATL","Hawks",73669912,4604369.5,18038573,122237,5429141.99152358
2012,"BKN","Nets",65281235,3264061.75,16359805,61433,4142758.50688672
2012,"BOS","Celtics",79820530,5321368.66666667,21247044,473604,6223705.86640938
2012,"CHI","Bulls",69548447,4967746.21428571,13500000,277566,4590786.59052425
2012,"CLE","Cavaliers",64875599,3604199.94444444,15076715,61433,4476163.90013403
2012,"DAL","Mavericks",74463409,5727954.53846154,19092873,788872,5649893.21780499
2012,"DEN","Nuggets",58553173,3903544.86666667,1.3e+07,289382,3471914.5022058
2012,"DET","Pistons",70923605,4728240.33333333,12500000,374289,3836270.09981728
2012,"GSW","Warriors",61576901,3622170.64705882,11610000,116768,3769111.29042767
2012,"HOU","Rockets",57021755,3563859.6875,11519840,270427,3217341.32008646
2012,"IND","Pacers",51554083,3682434.5,12015904,810000,3524264.96148732
2012,"LAC","Clippers",67333389,3960787.58823529,16359805,42009,4488809.38111093
2012,"LAL","Lakers",88264478,5516529.875,25244493,73818,7508225.03838866
2012,"MEM","Grizzlies",70628007,4414250.4375,15200000,65446,5281541.03329992
2012,"MIA","Heat",74117458,4941163.86666667,16022500,248263,5869776.94306431
2012,"MIL","Bucks",60192388,4012825.86666667,1.2e+07,245884,3358022.9760534
2012,"MIN","Timberwolves",56844339,3789622.6,6262347,5e+05,1558136.81197195
2012,"NOP","Pelicans",65441008,3635611.55555556,14030000,76392,4258109.09882923
2012,"NYK","Knicks",76208092,4763005.75,18518574,473604,6595443.91395961
2012,"OKC","Thunder",59501709,3718856.8125,15506632,475000,3627965.07094989
2012,"ORL","Magic",86962825,5435176.5625,19269307,414443,6051131.05795238
2012,"PHI","Sixers",66672368,4762312,17059727,305792,5076702.10510624
2012,"PHO","Suns",80640576,5040036,18300000,51097,4562195.15599847
2012,"POR","Trailblazers",79568536,4973033.5,16032144,762195,4949773.71098709
2012,"SAC","Kings",48950236,3496445.42857143,8500000,473604,2413561.80253598
2012,"SAS","Spurs",73732762,4337221.29411765,21164619,38172,6022425.01387624
2012,"TOR","Raptors",55063049,3670869.93333333,9780992,830000,3005190.13939992
2012,"UTA","Jazz",56948761,4380673.92307692,1.4e+07,544331,3873492.72879326
2012,"WAS","Wizards",55386345,3692423,21136631,270427,5165303.96284004
2013,"ATL","Hawks",66768365,3709353.61111111,13200000,165487,3902114.95188833
2013,"BKN","Nets",84290205,5268137.8125,19752645,50258,6760806.0496404
2013,"CHI","Bulls",75627699,5401978.5,16402500,589769,5862564.00936092
2013,"CLE","Cavaliers",68428583,3258503.95238095,14850000,251076,3456533.08904024
2013,"DAL","Mavericks",67399169,3369958.45,20907128,23852,4867338.5221893
2013,"DEN","Nuggets",68566062,4285378.875,14968250,473604,4036778.60889728
2013,"GSW","Warriors",69695346,5361180.46153846,1.3e+07,473604,4415339.99162029
2013,"IND","Pacers",66687960,4167997.5,13686750,122625,4513566.2134179
2013,"LAC","Clippers",74354449,4647153.0625,17779458,250000,4729971.89037766
2013,"LAL","Lakers",100451593,6696772.86666667,27849149,192228,8564067.43124264
2013,"MEM","Grizzlies",62954838,4496774.14285714,16500000,61290,5022044.91979272
2013,"MIA","Heat",81558311,5097394.4375,17545000,186656,6328134.31358374
2013,"MIL","Bucks",62476395,4165093,1.1e+07,854389,2979686.19079869
2013,"MIN","Timberwolves",69001896,3285804.57142857,13668750,80413,3402621.42794193
2013,"NOP","Pelicans",63901224,3758895.52941176,13700000,44835,4344819.87651356
2013,"NYK","Knicks",77970893,5198059.53333333,19948799,437470,6718341.8982215
2013,"OKC","Thunder",67863244,4524216.26666667,16669630,413608,5414953.03788631
2013,"ORL","Magic",87114818,4584990.42105263,20807922,473504,5187536.7946716
2013,"PHI","Sixers",84032270,4668459.44444444,16889000,89670,5033423.62808622
2013,"PHO","Suns",60844774,3380265.22222222,7500000,473604,2476596.08702261
2013,"POR","Trailblazers",73656857,4332756.29411765,16359805,550000,4712680.25594739
2013,"SAC","Kings",54317436,3879816.85714286,8083000,762195,2148635.27752292
2013,"SAS","Spurs",69787704,4361731.5,14107492,145749,4590265.09090434
2013,"TOR","Raptors",66974563,4185910.1875,16460538,181018,4198460.88249664
2013,"UTA","Jazz",64717649,4978280.69230769,1.5e+07,473604,4061761.75554445
2013,"WAS","Wizards",66343388,3317169.4,13490000,67253,4058600.50739498
2014,"ATL","Hawks",55131673,3937976.64285714,1.2e+07,1e+05,3774574.63044706
2014,"BKN","Nets",102608995,6840599.66666667,21466718,788872,7407513.64125067
2014,"BOS","Celtics",63769609,5797237.18181818,1.2e+07,1210080,4303132.02768671
2014,"CHI","Bulls",85095835,6545833.46153846,17632688,1e+06,6068437.16469513
2014,"CLE","Cavaliers",47050404,4277309.45454545,9036364,1467840,2234929.28487486
2014,"DAL","Mavericks",67486257,4820446.92857143,22721381,788872,5886508.75682294
2014,"DEN","Nuggets",67324401,4488293.4,10786517,788872,3548509.03062348
2014,"DET","Pistons",59157073,4929756.08333333,13500000,884293,3826398.16866841
2014,"GSW","Warriors",66764126,5135702,1.4e+07,788872,5365485.67594398
2014,"HOU","Rockets",63413126,3963320.375,20513178,1e+05,5842284.21729115
2014,"IND","Pacers",55015196,4584599.66666667,14283844,788872,4511968.8037666
2014,"LAC","Clippers",73103861,5623373.92307692,18668431,947907,6022295.04878919
2014,"LAL","Lakers",76755609,6396300.75,30453805,788872,9255568.44369991
2014,"MEM","Grizzlies",73789859,5270704.21428571,17800000,788872,5203427.6798184
2014,"MIA","Heat",82218984,5872784.57142857,19067500,788872,7185919.86616778
2014,"MIL","Bucks",49175131,3512509.35714286,8e+06,788872,2291064.40041532
2014,"MIN","Timberwolves",67485845,4820417.5,14693906,916099,4027031.17095871
2014,"NOP","Pelicans",62186089,4783545.30769231,14283844,788872,4388629.02657252
2014,"NYK","Knicks",88890427,6837725.15384615,22407474,884293,7967646.87830997
2014,"OKC","Thunder",71181364,5084383.14285714,17832627,1082520,5774310.82836405
2014,"ORL","Magic",58318374,3644898.375,1.2e+07,788872,3307999.02733867
2014,"PHI","Sixers",58945006,4210357.57142857,14021788,788872,3796792.30825461
2014,"PHO","Suns",64412586,3788975.64705882,14487500,2e+05,3612109.66585521
2014,"POR","Trailblazers",61539586,4395684.71428571,14128000,788872,3928082.64288511
2014,"SAC","Kings",78765372,5251024.8,17888931,884293,4059558.75149948
2014,"SAS","Spurs",63666028,4547573.42857143,12500000,788872,3938571.54525612
2014,"TOR","Raptors",53076014,3791143.85714286,9500000,788872,2545821.69631713
2014,"UTA","Jazz",54491476,4540956.33333333,11046000,1078800,3210930.96875307
2014,"WAS","Wizards",64064905,4576064.64285714,1.3e+07,916099,3376173.30380656
2015,"ATL","Hawks",58337671,3431627.70588235,1.2e+07,29843,3475013.52391778
2015,"BKN","Nets",91873492,5742093.25,23180790,62552,7398862.26675817
2015,"BOS","Celtics",61092622,2909172.47619048,10105855,48028,2762850.15345331
2015,"CLE","Cavaliers",82038768,5469251.2,20644400,434547,5881542.95213601
2015,"DAL","Mavericks",83970065,3998574.52380952,14700000,25000,4969795.29257101
2015,"DEN","Nuggets",56278056,2962002.94736842,11595506,19914,3401932.03819662
2015,"DET","Pistons",66738182,4171136.375,1.4e+07,107676,3789429.4647459
2015,"GSW","Warriors",73623654,3874929.15789474,15012000,35000,4948284.19262333
2015,"HOU","Rockets",87299371,3968153.22727273,21436271,150000,5269733.12116741
2015,"IND","Pacers",75174324,5011621.6,15925680,507336,5243921.16052827
2015,"LAC","Clippers",80901123,4257953.84210526,20068563,55774,5920981.0066313
2015,"LAL","Lakers",70914495,3939694.16666667,23500000,44765,5803869.8019643
2015,"MEM","Grizzlies",75341226,4185623.66666667,16500000,59686,5214714.7954611
2015,"MIA","Heat",82351805,4844223.82352941,20644400,50000,5774704.2524823
2015,"MIL","Bucks",61443341,2925873.38095238,1.1e+07,59686,2910232.52342309
2015,"MIN","Timberwolves",64733364,3596298,12100000,29843,3768560.97223628
2015,"NOP","Pelicans",69390028,3652106.73684211,14898938,96056,4564913.7759912
2015,"NYK","Knicks",83022165,4151108.25,23410988,15000,7015188.19406468
2015,"OKC","Thunder",78791632,4924477,18995624,915243,5619841.69381194
2015,"ORL","Magic",53338463,2666923.15,8175476,1e+05,2127977.38982706
2015,"PHI","Sixers",56455990,2090962.59259259,11250000,40000,2478557.82040238
2015,"PHO","Suns",66503432,3022883.27272727,12173913,29843,3120395.85365791
2015,"POR","Trailblazers",92220907,5424759.23529412,19317326,50734,5528581.88504642
2015,"SAC","Kings",73675912,3877679.57894737,19317325,29843,5070999.16717276
2015,"SAS","Spurs",69614583,3867476.83333333,12500000,20000,3770017.64526795
2015,"TOR","Raptors",75562364,4444844.94117647,1.2e+07,25000,3277656.99323086
2015,"UTA","Jazz",58996387,2681653.95454545,14746000,29843,4247552.05044415
2015,"WAS","Wizards",83108421,4617134.5,14746000,96056,4393244.77790686
2016,"ATL","Hawks",71453126,4465820.375,1.9e+07,75000,5174706.42457417
2016,"BKN","Nets",83831503,4191575.15,24894863,50000,6845851.88827566
2016,"BOS","Celtics",77202316,3509196.18181818,15493680,9266,4020115.36491484
2016,"CHA","Hornets",77609865,4850616.5625,13833333,80000,4482843.95400356
2016,"CHI","Bulls",85385898,5692393.2,20093063,525090,6127832.50783157
2016,"CLE","Cavaliers",105962520,7064168,22971000,8819,7481394.86373996
2016,"DAL","Mavericks",74040317,3525729.38095238,16400000,10000,4657611.6109009
2016,"DEN","Nuggets",72606354,3300288.81818182,1.4e+07,99418,3848997.05611984
2016,"DET","Pistons",76638790,3649466.19047619,1.6e+07,60000,4267639.81925264
2016,"GSW","Warriors",93707197,5856699.8125,15500000,458575,5310426.41359519
2016,"HOU","Rockets",90188412,5010467.33333333,22359364,83583,6233919.18118298
2016,"IND","Pacers",71286088,4193299.29411765,17120106,265058,4385895.95208249
2016,"LAC","Clippers",95585714,5310317.44444444,21468696,61776,7208966.51239279
2016,"LAL","Lakers",72415125,4023062.5,2.5e+07,35000,6438572.47810337
2016,"MEM","Grizzlies",83037255,3459885.625,19700000,30888,4680161.94767194
2016,"MIA","Heat",85826352,5364147,22192730,12355,7346657.25049113
2016,"MIL","Bucks",70993573,4176092.52941176,16400000,57726,4835715.70265516
2016,"MIN","Timberwolves",72458417,4262259.82352941,12365000,247623,3793339.25231473
2016,"NOP","Pelicans",84384711,3835668.68181818,15514031,44000,4650996.43169552
2016,"NYK","Knicks",75311181,3765559.05,22875000,50000,5627486.18125744
2016,"OKC","Thunder",94622660,6308177.33333333,20158622,352750,6616957.25356614
2016,"ORL","Magic",63349656,3334192.42105263,11250000,1e+05,3096854.6389765
2016,"PHI","Sixers",63646397,2767234.65217391,1.2e+07,172739,3084673.46210602
2016,"PHO","Suns",69701209,3168236.77272727,13086957,55722,4244070.57764303
2016,"POR","Trailblazers",61000674,3388926.33333333,9638554,525093,2682024.71332089
2016,"SAC","Kings",71840771,3991153.94444444,14728844,35000,4427799.7159939
2016,"SAS","Spurs",87365099,4853616.61111111,19500000,317475,6014367.92114823
2016,"TOR","Raptors",71934665,3596733.25,13500000,25000,4065879.55241077
2016,"UTA","Jazz",64783884,3084946.85714286,15409570,50000,4130076.70856871
2016,"WAS","Wizards",84237317,4679850.94444444,15851950,176375,4608789.15814421
2017,"ATL","Hawks",96007250,4800362.5,23180275,50000,6816303.32152694
2017,"BKN","Nets",84083139,3114190.33333333,21165675,31969,4624443.78912509
2017,"BOS","Celtics",93465328,4673266.4,26540100,25000,6116520.9943144
2017,"CHA","Hornets",90175926,5009773.66666667,20869566,119494,5970355.47132736
2017,"CHI","Bulls",92571387,5445375.70588235,23200000,69500,7017125.04389901
2017,"CLE","Cavaliers",127254579,7069698.83333333,30963450,5145,9105825.37699588
2017,"DAL","Mavericks",103994075,3999772.11538462,2.5e+07,20000,6953546.19347506
2017,"DEN","Nuggets",82573997,3590173.7826087,15050000,50000,4158212.18964331
2017,"DET","Pistons",108968495,5735183.94736842,22116750,11949,6309165.5897859
2017,"GSW","Warriors",101725589,4422851.69565217,26540100,35000,7047165.0199449
2017,"HOU","Rockets",90498298,5027683.22222222,26540100,11534,7351732.26415914
2017,"IND","Pacers",94008504,4476595.42857143,18314532,25000,5181032.21976044
2017,"LAC","Clippers",116237541,6457641.16666667,22868827,3e+05,7810464.66230631
2017,"LAL","Lakers",95226183,5011904.36842105,1.8e+07,60000,5380195.86314414
2017,"MEM","Grizzlies",111045893,5287899.66666667,26540100,25000,7979915.21661317
2017,"MIA","Heat",101818405,5090920.25,23741060,31969,7108818.29576256
2017,"MIL","Bucks",106512121,5325606.05,17100000,35166,5508525.30379599
2017,"MIN","Timberwolves",81621379,4295862.05263158,13550000,138414,3788827.59980355
2017,"NOP","Pelicans",101707386,4068295.44,22116750,20580,5922978.04157306
2017,"NYK","Knicks",103595894,5755327.44444444,24559380,1e+05,7628325.27579204
2017,"OKC","Thunder",91339949,4349521.38095238,26540100,50000,6464879.72596444
2017,"ORL","Magic",104110336,5783907.55555556,1.7e+07,31969,5959713.82482089
2017,"PHI","Sixers",85674275,3059795.53571429,11027027,38903,3458923.33229978
2017,"PHO","Suns",85115778,4053132.28571429,1.4e+07,23069,4469316.38906696
2017,"POR","Trailblazers",111872768,7458184.53333333,24328425,6e+05,7175845.17460345
2017,"SAC","Kings",96043092,4573480.57142857,13333333,82979,4155451.50961026
2017,"SAS","Spurs",108640621,5432031.05,20575005,75000,6967773.33428266
2017,"TOR","Raptors",108664969,5719208.89473684,26540100,50000,7158463.90300522
2017,"UTA","Jazz",80598193,4477677.38888889,16073140,75000,4835126.8594279
2017,"WAS","Wizards",102334382,5685243.44444444,22116750,175000,6641050.62707927
2018,"ATL","Hawks",99002495,4304456.30434783,16910113,26773,5017114.55582107
2018,"BKN","Nets",95722044,5982627.75,19332500,1312611,6133815.40131147
2018,"BOS","Celtics",109926833,7328455.53333333,29727900,92858,9780349.0705947
2018,"CHA","Hornets",117316719,8379765.64285714,23500000,815615,7830574.79865627
2018,"CHI","Bulls",84046990,4202349.5,15550000,17224,4605342.77660203
2018,"CLE","Cavaliers",137082833,9138855.53333333,33285709,1645200,9070945.98325778
2018,"DAL","Mavericks",86616514,5095089.05882353,23112004,50000,6302549.54097256
2018,"DEN","Nuggets",106868033,6679252.0625,31269231,1471382,7812671.9365708
2018,"DET","Pistons",116292753,6460708.5,23775506,25000,6477441.17625833
2018,"GSW","Warriors",137494845,8593427.8125,34682550,815615,10238067.755706
2018,"HOU","Rockets",117152769,6891339.35294118,28299399,25000,9020765.2716456
2018,"IND","Pacers",93605043,5506179,2.1e+07,1e+05,5905981.03669135
2018,"LAC","Clippers",119297226,6627623.66666667,29512900,3e+05,8806737.1812164
2018,"LAL","Lakers",104408568,5495187.78947368,22642350,50000,6854374.59598995
2018,"MEM","Grizzlies",112398102,6611653.05882353,28530608,815615,8981848.56498187
2018,"MIA","Heat",128182424,8011401.5,25289390,1312611,8154717.1018402
2018,"MIL","Bucks",119884837,6660268.72222222,22471910,50000,6214019.0157014
2018,"MIN","Timberwolves",117468554,7341784.625,19301070,1312611,6336262.70129429
2018,"NOP","Pelicans",122034101,6422847.42105263,25686667,25000,8046436.16458449
2018,"NYK","Knicks",106747886,5618309.78947368,20566802,50000,6243765.90429394
2018,"OKC","Thunder",134294056,8952937.06666667,28530608,815615,9922499.0372429
2018,"ORL","Magic",100045956,6252872.25,1.7e+07,333334,5343746.96614394
2018,"PHI","Sixers",99092999,5828999.94117647,2.3e+07,5e+05,6196319.28216123
2018,"PHO","Suns",90144813,5634050.8125,17884176,5e+05,5206381.30692323
2018,"POR","Trailblazers",122197920,7188112.94117647,26153057,333334,7993722.61049143
2018,"SAC","Kings",94838784,4991514.94736842,2e+07,517220,4974982.78461636
2018,"SAS","Spurs",116153554,6832562,21461010,815615,7197441.00525657
2018,"TOR","Raptors",117429381,7339336.3125,28703704,1e+05,9904300.5459606
2018,"UTA","Jazz",111201646,6950102.875,21974719,815615,6236813.33555928
2018,"WAS","Wizards",125179329,7363489.94117647,24773250,50000,8483687.10114436
